Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
"Ольга приходила и,", подобно ,"сотоварищам, не раздеваясь, клала руки на ",1938,художественная,роман,"Ольга приходила и, подобно сотоварищам, не раздеваясь, клала руки на промокательную бумагу, над которой уже немало пожил кто-то, испещрив ее росчерками и кляксами, сплетала пальцы и, глядя оцепенело через окошко на один и тот же двор, заваленный железным ломом, кирпичом, пирамидами извести и еще чего-то мучного ядовито-зеленого, силилась поверить, что из этой тоски действительно вырастет когда-нибудь чистое и гармоничное жилье для человека.   [А. Г. Малышкин. Люди из захолустья (1938)] [омонимия не снята]",CONJ,NOUN
"въ Парламентѣ за тѣхъ, которые,", подобно ,"ему, наживаются безчестными средствами.  ",1791,нехудожественная,анекдот,"Черезъ нѣсколько лѣтъ возвращается онъ въ Англію съ кучею золота; покупаетъ себѣ земли и замки, живетъ пышно, и ходатайствуетъ въ Парламентѣ за тѣхъ, которые, подобно ему, наживаются безчестными средствами.   [[Н. М. Карамзин]. Смѣсь // Московской Журналъ, 1791] [омонимия не снята]",ADJF,NPRO
добавил слишком выразительной телеграммой: « Промедление, подобно ,преступлению.»   ,1994-1995,художественная,рассказ,И ещё добавил слишком выразительной телеграммой: « Промедление подобно преступлению.»    [А. И. Солженицын. На краях (1994-1995)] [омонимия не снята],NOUN,NOUN
бы привести к стабилизации ситуации ―, подобно ,"тому, как удалось стабилизировать ее в ",1975,нехудожественная,статья,"Даже когда война зашла в тупик, сочетание дипломатических и решительных военных усилий, разъясненных народу США и всему миру, могло бы привести к стабилизации ситуации ― подобно тому, как удалось стабилизировать ее в Европе, где раздел Германии является трагическим и, я надеюсь, временным явлением, но не угрожающим международному миру.   [А. Д. Сахаров. О стране и мире (1975)] [омонимия не снята]",NOUN,ADJF
"Дрожа, как в лихорадке, крадучись,", подобно ,"вору, совершенно неслышно отворил ребенок дверь ",1868,художественная,роман,"Дрожа, как в лихорадке, крадучись, подобно вору, совершенно неслышно отворил ребенок дверь отцовского кабинета и остановился в тупом ужасе: перед ним на полу с расстегнутым воротом рубашки, с отброшенным в сторону галстуком и разбитым штофом, лежал во весь рост отец с совершенно синим, обезображенным смертью от пьянства лицом. [А. К. Шеллер-Михайлов. Господа Обносковы (1868)] [омонимия не снята]",ADVB,NOUN
"еще боялся этих космических бездн,", подобно ,"Паскалю, философский томик которого в белом ",1959-1961,нехудожественная,мемуары,"Я не замечал страха в его глазах, но я еще боялся этих космических бездн, подобно Паскалю, философский томик которого в белом кожаном переплете лежал у меня на столе.   [А. Л. Чижевский. Вся жизнь (1959-1961)] [омонимия не снята]",NOUN,NOUN
"Создатель письменности чувашей,", подобно ,герою народному проложивший людям дорогу ― на ,1976,художественная,повесть,"Создатель письменности чувашей, подобно герою народному проложивший людям дорогу ― на века. [А. И. Цветаева. Сказ о звонаре Московском (1976)] [омонимия не снята]",NOUN,NOUN
"было бы назвать « актуозным» состоянием,", подобно ,тому как осуществляется переход от нотной ,2009,нехудожественная,статья,"Верно, пожалуй, что нервом его философствования является учение об особом статусе мысли, осуществляющем переход от потенциальных процедур к тому, что можно было бы назвать « актуозным» состоянием, подобно тому как осуществляется переход от нотной записи к музыке через исполнение. [А. Л. Доброхотов. Традиция бессмертия: Мамардашвили как философ культуры (2009)] [омонимия не снята]",NOUN,ADJF
"басурманскимъ странамъ путникъ, еще недавно,", подобно ,"Лаэртиду, искупавшійся въ водахъ быстраго Скамандра, ",1887,нехудожественная,очерк,"Возвращающійся послѣ многихъ мѣсяцевъ мыканія по басурманскимъ странамъ путникъ, еще недавно, подобно Лаэртиду, искупавшійся въ водахъ быстраго Скамандра, на пути отъ разрушенныхъ стѣнъ Иліона, прикрытый чужими одѣяніями, и златокудрая черноокая дѣва « подобная станомъ и видомъ безсмертной богинѣ»…   [А. В. Елисеев. На развалинах Трои // Русский вестник, 1887] [омонимия не снята]",ADVB,NOUN
должны были страдать и умереть, подобно ,"мне, то я смело пожелал бы ",1802,нехудожественная,статья,"Такое предложение без сомнения странно для Философа: я знаю ваш образ мыслей; но естьли бы вы должны были страдать и умереть подобно мне, то я смело пожелал бы вам моей веры, которая гораздо утешительнее Философии.   [[Н. М. Карамзин]. Некоторые примечания Гражданина Мишо для Историков Французской Революции // «Вестник Европы», 1802] [омонимия не снята]",INFN,NPRO
"глагола чапури́ться/ чапура́ться ― важничать, расхаживать", подобно ,"цапле, которую в некоторых говорах зовут ",2009,нехудожественная,заметка,"1. От областного глагола чапури́ться/ чапура́ться ― важничать, расхаживать подобно цапле, которую в некоторых говорах зовут чапура ( с заменой безударного у на о).   [А. В. Суперанская. Из истории фамилий // «Наука и жизнь», 2009] [омонимия не снята]",INFN,NOUN
"Даже лояльнейший отдел РОВСа,", подобно ,"тому, как это сделано японцами в ",1939,нехудожественная,статья,"Даже лояльнейший отдел РОВСа, подобно тому, как это сделано японцами в Маньчжурии, ныне упразднен немцами и преобразован в самостоятельный « Союз русских воинских организаций». [А. И. Деникин. Из книги «Мировые события и русский вопрос» (1939)] [омонимия не снята]",NOUN,ADJF
"вопросительно произнес Алексей Борисович,", подобно ,всем давно уже слышавший об этой ,1883,художественная,повесть,"вопросительно произнес Алексей Борисович, подобно всем давно уже слышавший об этой истории с генеральскими вещами.   [А. И. Эртель. Волхонская барышня (1883)] [омонимия не снята]",NOUN,ADJF
"Тако и Петр Великий,", подобно ,"оному, по имени своему, при Балтийском ",1751,нехудожественная,"монография, трактат","Тако и Петр Великий, подобно оному, по имени своему, при Балтийском Море создал Царствующий себе Град, Петербург, в котором так любимо, так весело, так ненасладимо царствовал, что несравненно сказать, якобы в Небесном Сионе царствовал. [А. И. Богданов. Описание Санктпетербурга (1751)] [омонимия не снята]",ADJF,ADJF
"заполняющими все железнодорожные станции и,", подобно ,"кликушам, выкрикивающими с надрывом голосовых связок ",1922,нехудожественная,"очерк, цикл","Возмущенный ими командир полка, капитан Неженцев, писал: « я приказал снять эмблему, так как был бессилен в борьбе с темной солдатской массой, разжигаемой… агитаторами, заполняющими все железнодорожные станции и, подобно кликушам, выкрикивающими с надрывом голосовых связок против Вас и полка, носящего Ваше имя… [А. И. Деникин. Очерки русской смуты. Том II. Борьба генерала Корнилова (1922)] [омонимия не снята]",CONJ,NOUN
"прорыва невольно могла смутить непосвященных,", подобно ,"мне, в тайны командования военных наблюдателей.  ",1947-1953,нехудожественная,мемуары,"Такой плотности в атаке Западный фронт еще не знавал, и большая глубина прорыва невольно могла смутить непосвященных, подобно мне, в тайны командования военных наблюдателей.   [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 5 (1947-1953)] [омонимия не снята]",ADJF,NPRO
, Подобно ,"Еве, которая прикрывалась листьями, ― они и ",1841,нехудожественная,мемуары,"Подобно Еве, которая прикрывалась листьями, ― они и это нашли скромностью: на что это?  [А. А. Башилов. Молодость А. А. Башилова (1841) // Заря, 1871] [омонимия не снята]",,NOUN
"теребившим аксельбант и искавшим слов,", подобно ,"ученику, не знающему, как ответить на ",1947-1953,нехудожественная,мемуары,"И этот трепет, объяснимый сознанием величия звания русского царя, совершенно не соответствовал впечатлению, производимому этим невзрачным полковником небольшого роста, то подымавшим на нас свои, унаследованные от матери, красивые глаза, то теребившим аксельбант и искавшим слов, подобно ученику, не знающему, как ответить на поставленный вопрос.   [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 1-2 (1947-1953)] [омонимия не снята]",NOUN,NOUN
"смѣны тѣней въ лѣсу, лѣшій,", подобно ,"вѣтру, въ которомъ онъ носится по ",1924,нехудожественная,статья,"Стихійный духъ, олицетворитель шевеленія листвы и смѣны тѣней въ лѣсу, лѣшій, подобно вѣтру, въ которомъ онъ носится по своему зеленому царству, способенъ къ шуму и буйству во всякое время. [А. В. Амфитеатров. Лѣшія сказки. Этюдъ къ изслѣдованію // Златоцвѣтъ, 1924] [омонимия не снята]",VERB,VERB
"легче, если бы и они,", подобно ,"ему, понимали всю трудность этой борьбы, ",1900,художественная,роман,"Ему бы, кажется, было легче, если бы и они, подобно ему, понимали всю трудность этой борьбы, говорили бы о том, что скажет народ, видели бы в этом убийстве предлог к мятежу. [А. К. Шеллер-Михайлов. Дворец и монастырь (1900)] [омонимия не снята]",NPRO,NPRO
"из вощеной холстины, и я,", подобно ,"летучей мыши, пролечу до Праги».",1895,художественная,роман,"Самый экстатический художник Возрождения Бенвенуто Челлини, когда губернатор цитадели Сан- Анджело спросил его, может ли он летать, ответил с совершенно твердым убеждением: « Дай мне пару крыльев из вощеной холстины, и я, подобно летучей мыши, пролечу до Праги». [А. В. Амфитеатров. Жар-цвет (1895)] [омонимия не снята]",NPRO,ADJF
е. занесет землей) Адриатическое море, подобно ,"тому, как она осушила большую часть ",1929-1934,нехудожественная,статья,"Он начал заниматься промерами длины прилива в Лидо, изучать строение почвы на морском берегу и, находя в породах большое количество ракушек, констатировал: « Река По в короткое время осушит ( т. е. занесет землей) Адриатическое море подобно тому, как она осушила большую часть Ломбардии». [А. К. Дживелегов. Леонардо да Винчи (1929-1934)] [омонимия не снята]",NOUN,ADJF
Положение их, подобно ,"весеннему снегу… снаружи снег как снег, ",1993,нехудожественная,статья,"Положение их подобно весеннему снегу… снаружи снег как снег, а под низом его повсюду едкая весенняя вода; она съест этот снег при первой вспомогательной атмосферической перемене. [А. И. Осипов. Богословие и «Богословский вестник» // «Богословский вестник», 1993] [омонимия не снята]",NPRO,ADJF
"в индивидуальном и коллективном порядке,", подобно ,тому как они это сделали при ,1989,нехудожественная,речь,"Я обращаюсь к гражданам СССР с просьбой поддержать Декрет в индивидуальном и коллективном порядке, подобно тому как они это сделали при попытке скомпрометировать меня и отвлечь внимание от вопроса об ответственности за афганскую войну.   [А. Д. Сахаров. Речь при закрытии 1-го Съезда народных депутатов (1989)] [омонимия не снята]",NOUN,ADJF
"тут о тех немногих, кто,", подобно ,"мне, отдает свои талоны в столовую ― ",1983-1989,нехудожественная,мемуары,"Одна из самых больших проблем для большинства рабочих ― как “ отоварить” хлебные карточки ( о крупе, масле, сахаре нет речи, талоны у рабочих пропадают почти каждый месяц; я не говорю тут о тех немногих, кто, подобно мне, отдает свои талоны в столовую ― тогда крупяных талонов, наоборот, сильно не хватает и приходится, скрепя сердце, менять на рынке хлебные талоны на все остальные). [А. Д. Сахаров. Воспоминания (1983-1989)] [омонимия не снята]",NPRO,NPRO
"Танти не приобрел шумной славы,", подобно ,"некоторым его собратьям, как, например, Танти ",1926,художественная,рассказ,"Не знаю почему, Танти не приобрел шумной славы, подобно некоторым его собратьям, как, например, Танти Бедини, братьям Дуровым, долговязому рыжему Рибо, коричневому Шоколаду, братьям Бим- Бом, Жакомино, братьям Фраттелини. [А. И. Куприн. Дочь великого Барнума (1926)] [омонимия не снята]",NOUN,NPRO
"улицах засвещены были фонари, светлые,", подобно ,"нашим на Невской перспективе, по- здешнему ",1825-1826,нехудожественная,"дневник, записные книжки","Уже в 4 часа на главных улицах засвещены были фонари, светлые, подобно нашим на Невской перспективе, по- здешнему устроенным. [А. И. Тургенев. Дневники (1825-1826)] [омонимия не снята]",ADJF,ADJF
, Подобно ,"таблицам с германскими дивизиями, развешанным на ",1947-1953,нехудожественная,мемуары,"Подобно таблицам с германскими дивизиями, развешанным на стене моего кабинета в Шантильи, в Париже в моем « салоне» красовались графики, отмечавшие параллелизм различных процессов производства: то красная линия, обозначавшая производство тел корпусов снарядов, плавно повышалась от цифры « сто» до цифры « двенадцать тысяч» ( я поставил себе целью догнать ее до цифры « двадцать тысяч» в сутки), то она пересекалась, а следовательно, отставала от синей линии, изображавшей [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 4 (1947-1953)] [омонимия не снята]",,NOUN
"из Саутхемптона), которые не могли,", подобно ,"нам, воспользоваться маленьким пароходом, предоставленным пашой ",1841,бытовая,письмо,"Если бы я опоздал на несколько минут, мне надо было бы прождать целый месяц до отправления другого парохода в Бомбей, что и случилось с некоторыми нашими спутниками и спутницами ( из Саутхемптона), которые не могли, подобно нам, воспользоваться маленьким пароходом, предоставленным пашой Мехмет Али в распоряжение сэра Кэмпбелла, на Ниле. [А. Д. Салтыков. Письма из Индии (1841)] [омонимия не снята]",VERB,NPRO
бы то ни было энергию., Подобно ,"мне, большинство женщин проводило день или ",1945-1960,нехудожественная,мемуары,"бы то ни было энергию. Подобно мне, большинство женщин проводило день или в прогулке вокруг барака, или в лежании на постели.   [А. И. Делианич. Вольфсберг-373 (1945-1960)] [омонимия не снята]",NOUN,NPRO
Наше дело землевладельческое теперь, подобно ,"делам акционера, который бы имел акции, ",1862-1889,нехудожественная,мемуары,"Наше дело землевладельческое теперь подобно делам акционера, который бы имел акции, потерявшие цену и не имеющие хода на бирже. [А. А. Фет. Мои воспоминания / Часть II (1862-1889)] [омонимия не снята]",ADVB,NOUN
"Руководясь ею, поэт,", подобно ,"поэту, воспетому Пушкиным, признает себя созданным ",1856,нехудожественная,статья,"Руководясь ею, поэт, подобно поэту, воспетому Пушкиным, признает себя созданным не для житейского волнения, но для молитв, сладких звуков и вдохновения. [А. В. Дружинин. Критика гоголевского периода русской литературы и наши к ней отношения (1856)] [омонимия не снята]",NOUN,NOUN
"мог бы поддерживать циркуляцию крови,", подобно ,тому как это происходит в естественных ,1965,нехудожественная,статья,"Получив первые нетоксичные стабилизаторы крови, Брюхоненко приступил к созданию аппарата искусственного кровообращения, который мог бы поддерживать циркуляцию крови, подобно тому как это происходит в естественных условиях организма, т. е. по замкнутому кругу. [А. Лапчинский. Борец со смертью // «Химия и жизнь», 1965] [омонимия не снята]",NOUN,ADJF
"Сила критики,", подобно ,"силе полководца, заключается прежде всего в ",1856,нехудожественная,статья,"Сила критики, подобно силе полководца, заключается прежде всего в умении действовать там, где прежде всего требуется действовать. [А. В. Дружинин. Критика гоголевского периода русской литературы и наши к ней отношения (1856)] [омонимия не снята]",NOUN,NOUN
"ведь пергамен ( а позднее бумага),", подобно ,"холсту живописца, служил лишь основой, которую ",2008,нехудожественная,статья,"Просветы в его рисунке считались незавершённой работой, ведь пергамен ( а позднее бумага), подобно холсту живописца, служил лишь основой, которую следовало скрыть под красочным слоем.   [А. Домбровский. Искусство первой буквы // «Наука и жизнь», 2008] [омонимия не снята]",NOUN,NOUN
Совершенно, подобно ,"тому, как уживались и ограничивались права ",1915,нехудожественная,статья,"Совершенно подобно тому, как уживались и ограничивались права органов самоуправлений, также суживались и их материальные средства и свобода распоряжения ими. [А. И. Шингарев. Земская и городская Россия (Прошлое и будущее) (1915)] [омонимия не снята]",ADVB,ADJF
"Вслед им понеслась,", подобно ,"грязному потоку, скверная, свирепая ругань.  ",1903,художественная,рассказ,"Вслед им понеслась, подобно грязному потоку, скверная, свирепая ругань.   [А. И. Куприн. Белый пудель (1903)] [омонимия не снята]",VERB,ADJF
"введенные в организм, они действовали", подобно ,"опию, издавна служившему мощным средством подавления ",1986,нехудожественная,статья,"В 1975 г. американский исследователь С. Хьюз и его сотрудники выделили из мозга вещества, которые обладали обезболивающими свойствами: введенные в организм, они действовали подобно опию, издавна служившему мощным средством подавления болей. [А. Л. Рылов. Щит от стресса // «Химия и жизнь», 1986] [омонимия не снята]",VERB,NOUN
"солнца, одетая мрачными туманами, где,", подобно ,"летучим мышам, рыщут с пронзительными криками ",1895,художественная,роман,"Бледная страна мертвых, без солнца, одетая мрачными туманами, где, подобно летучим мышам, рыщут с пронзительными криками стаи жалких привидений, наполняющих и согревающих свои жилы алой кровью, которую высасывают они на могилах своих жертв».   [А. В. Амфитеатров. Жар-цвет (1895)] [омонимия не снята]",ADVB,ADJF
"По тону язык междометий,", подобно ,"мимике, без которой междометие в отличие ",1862,нехудожественная,статья,"По тону язык междометий, подобно мимике, без которой междометие в отличие от слова во многих случаях вовсе не может обойтись, есть единственный язык, понятный всем.   [А. А. Потебня. Мысль и язык (1862)] [омонимия не снята]",NOUN,NOUN
"в душе германофилом и относился,", подобно ,"нашему кучеру Борису, с затаенным недоверием ",1947-1953,нехудожественная,мемуары,"Как большинство русских монархистов, а Бибиков показал себя таковым и после революции, он был в душе германофилом и относился, подобно нашему кучеру Борису, с затаенным недоверием к « коварному Альбиону».   [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 3 (1947-1953)] [омонимия не снята]",VERB,ADJF
"пехота регулярная в две шеренги,", подобно ,"честь отдавшая, надлежало сойти с лошадей ",1816-1817,нехудожественная,"дневник, записные книжки","По въезде на первый обширный двор, где по всем четырем стенам также выстроена была пехота регулярная в две шеренги, подобно честь отдавшая, надлежало сойти с лошадей и следовать за церемонимейстером, послу на встречу явившимся с несколькими чиновниками, чрез маленькой дворик ( в жильях по сторонам коего находилось множество зрителей) на большой, высокими стенами обнесенный, гладко вымощенный кирпичем, с несколькими регулярно устроенными цветниками и с [А. Е. Соколов. Дневные записки о путешествии российско-императорского посольства в Персии в 1816 и 1817 годах, веденный советником этого посольства А. Е. Соколовым (1816-1817)] [омонимия не снята]",NOUN,NOUN
"Иноземные послы и знатные иностранцы,", подобно ,"боярам, выходили из экипажей шагов за ",2008,нехудожественная,статья,"Иноземные послы и знатные иностранцы, подобно боярам, выходили из экипажей шагов за тридцать от крыльца. [А. Гращенков. Красное крыльцо — главный вход во дворец // «Наука и жизнь», 2008] [омонимия не снята]",NOUN,NOUN
, Подобно ,"тому как из зерна вырастает растение, ― ",1961,нехудожественная,анкета,"Подобно тому как из зерна вырастает растение, ― пишет Станиславский, ― так точно из отдельной мысли и чувства писателя вырастает его произведение. [А. А. Крон. Моя анкета (1961)] [омонимия не снята]",,ADJF
"заставлять « отдаваться на волю судьбы,", подобно ,"животному: наоборот, надо работать головой, как ",1934,нехудожественная,статья,"Но трудности предвидения не должны приводить в отчаяние и заставлять « отдаваться на волю судьбы, подобно животному: наоборот, надо работать головой, как подобает человеку» ( 382). [А. К. Дживелегов. Франческо Гвиччардини (1934)] [омонимия не снята]",NOUN,ADJF
"народами и судьбою человеческою; они,", подобно ,"доброму и злому Началу, делят землю ",1802,нехудожественная,статья,"Две вещи властвуют над народами и судьбою человеческою; они, подобно доброму и злому Началу, делят землю между собою: просвещение и невежество. [[Н. М. Карамзин]. Политические отрывки гражданина Эшассерио (одного из лучших политических Авторов Франции) // «Вестник Европы», 1802] [омонимия не снята]",NPRO,ADJF
Орнаментальные ―, подобно ,древним песнопевческим « Анененаикам» ― вводятся якобы для ,1922-1923,нехудожественная,обращение,"Орнаментальные ― подобно древним песнопевческим « Анененаикам» ― вводятся якобы для украшения. [A. Н. Чичерин, И. Л. Сельвинский. Клятвенная конструкция конструктивистов-поэтов (1922-1923)] [омонимия не снята]",ADJF,NOUN
"Въ « Лѣшемъ», мать,", подобно ,"роднымъ Соломоніи, подавлена ужасомъ отъ бѣсовскаго ",1924,нехудожественная,статья,"Въ « Лѣшемъ», мать, подобно роднымъ Соломоніи, подавлена ужасомъ отъ бѣсовскаго приключенія съ дочерью, но нисколько имъ не удивлена.   [А. В. Амфитеатров. Лѣшія сказки. Этюдъ къ изслѣдованію // Златоцвѣтъ, 1924] [омонимия не снята]",NOUN,NOUN
"на отдохновение, сухопутныя же войска", подобно ,грешникам в аду безпрестанно были,1831,нехудожественная,мемуары,"В 1808 году в Кронштадте было войск до 60 тысяч, в сухопутных войсках была чрезвычайная смертность и оне собою составили превеликое кладбище, матросы- же напротив имели меньше умерших по той причине, что их морское содержание, бывши на рейде, гораздо лучше было нежели пехотнаго солдата, а сверх того имели и больше времени и на отдохновение, сухопутныя же войска подобно грешникам в аду безпрестанно были [А. К. Карпов. Записки (1831)] [омонимия не снята]",NOUN,NOUN
Восточное Православие», подобно ,чеховскому человеку в футляре: « как бы ,1973-1983,нехудожественная,"дневник, записные книжки",Восточное Православие» подобно чеховскому человеку в футляре: « как бы чего-нибудь не вышло…»  [А. Д. Шмеман. Дневники (1973-1983)] [омонимия не снята],NOUN,ADJF
за что не поступил бы, подобно ,мне при таких обстоятельствах.,1944,бытовая,"дневник, записные книжки",Она очень логично вывела заключение: человек любящий ни за что не поступил бы подобно мне при таких обстоятельствах. [А. И. Батюто. Дневник (1944)] [омонимия не снята],PRCL,NPRO
"он сидел, то над столом,", подобно ,"музейным бюстам, возвышались только его голова ",1912,художественная,рассказ,"Поэтому, когда он сидел, то над столом, подобно музейным бюстам, возвышались только его голова и половина груди, а концы его пышной раздвоенной бороды нередко окунались в соус. [А. И. Куприн. Черная молния (1912)] [омонимия не снята]",NOUN,ADJF
птичьи профили и птичьи носы;, подобно ,"птицам, они обладают неизъяснимым инстинктом опознаваться ",1929,художественная,роман,"У этих прирожденных летунов как будто птичьи профили и птичьи носы; подобно птицам, они обладают неизъяснимым инстинктом опознаваться в дороге; слух у них в обоих ушах одинаков ― признак верного чувства равновесия, и они с легкостью приводят в равновесие те предметы, у которых центр тяжести выше точки опоры. [А. И. Куприн. Колесо времени (1929)] [омонимия не снята]",NOUN,NOUN
"Менее всего мы мыслим,", подобно ,"Пушкину, поэзию « глуповатой» и совершенно не ",1920,нехудожественная,обращение,"Менее всего мы мыслим, подобно Пушкину, поэзию « глуповатой» и совершенно не представляем себе поэта глупым. [А. Б. Мариенгоф. Буян-Остров (1920)] [омонимия не снята]",VERB,NOUN
, Подобно ,"реке, которая от быстрого стремления вылилась ",1802,нехудожественная,статья,"Подобно реке, которая от быстрого стремления вылилась на время из берегов своих, она в бурях Революции и в жару побед выступила из пределов; но снова вошла в них, и должна там остаться для своего щастия и спокойствия Европы. [[Н. М. Карамзин]. Политические отрывки гражданина Эшассерио (одного из лучших политических Авторов Франции) // «Вестник Европы», 1802] [омонимия не снята]",,NOUN
его вниманія: ибо оно было, подобно ,вниманію вѣчныхъ жителей неба.,1791,художественная,сказка,"Летитъ время, и не смѣетъ прикоснуться къ нему крылами своими, не смѣетъ прервать его вниманія: ибо оно было подобно вниманію вѣчныхъ жителей неба. [[Н. М. Карамзин]. Райская птичка // Московской Журналъ, 1791] [омонимия не снята]",VERB,VERB
"на шалость, но не кощунство.", Подобно ,"тому, как не было кощунства в ",1944-1947,нехудожественная,мемуары,"на шалость, но не кощунство. Подобно тому, как не было кощунства в русском народном эпосе, представлявшем в песнях ( южные « колядки») небесные силы в сугубо земной обстановке и фамильярном виде.   [А. И. Деникин. Путь русского офицера (1944-1947)] [омонимия не снята]",NOUN,ADJF
"Но Борис,", подобно ,"многим студентам ( а также и офицерам, ",1909-1915,художественная,повесть,"Но Борис, подобно многим студентам ( а также и офицерам, юнкерам и гимназистам), привык к тому, что посторонние « штатские» люди, попадавшие случайно в кутящую студенческую компанию, всегда держали себя в ней несколько зависимо и подобострастно, льстили учащейся молодежи, удивлялись ее смелости, смеялись ее шуткам, любовались ее самолюбованием, вспоминали со вздохом подавленной зависти свои студенческие годы. [А. И. Куприн. Яма (1909-1915)] [омонимия не снята]",NOUN,ADJF
"такой ничтожный мир, как земля,", подобно ,"луне остынет, чем такой громадный, как ",1879,нехудожественная,письмо личное,"Байрон выпустил из виду, что прежде такой ничтожный мир, как земля, подобно луне остынет, чем такой громадный, как солнце, а, главное, когда то или другое потеряет нужную теплоту ― выйдет ясно не его « Тьма», а моя картина.   [А. А. Фет. Письма Л. Н. Толстому (1879)] [омонимия не снята]",NOUN,NOUN
"известных условиях может вести себя,", подобно ,твердому телу.,1970,нехудожественная,статья,"В этом нет ничего странного: даже жидкость в известных условиях может вести себя, подобно твердому телу. [А. Аскадский. Отчего рвутся нити // «Химия и жизнь», 1970] [омонимия не снята]",NPRO,ADJF
Но этот концепт (, подобно ,"бытию», « времени», « свободе» и т. п.",2009,нехудожественная,статья,"Но этот концепт ( подобно «бытию», « времени», « свободе» и т. п. [А. Л. Доброхотов. Традиция бессмертия: Мамардашвили как философ культуры (2009)] [омонимия не снята]",NOUN,NOUN
"альпийских вершин, стоявших в небе,", подобно ,недвижимым облакам.,1966-1973,художественная,роман,"Тюремщики лишали пленных всего чистого, ясного, красивого, но одного они не могли отнять у них ― альпийских вершин, стоявших в небе, подобно недвижимым облакам. [А. И. Алдан-Семенов. Красные и белые (1966-1973)] [омонимия не снята]",NOUN,ADJF
