Left context,Center,Right context,Created,Sphere,Type,Full context,Left_context_POS,Right_context_POS
"вдруг вскрикнул он,", словно ,наступал на колючку голой ногой.,1999,художественная,роман,"вдруг вскрикнул он, словно наступал на колючку голой ногой. [Олег Дивов. Выбраковка (1999)] [омонимия не снята]",NPRO,VERB
"так дивилась этому нехитрому тексту,", словно ,я у нее на глазах создала ,1998,художественная,сказка,"И когда я прочитала Фриде новый текст, что-то вроде: « никогда не перестану опровергать клевету», Фридочка так прыгала вокруг меня, так радовалась и так дивилась этому нехитрому тексту, словно я у нее на глазах создала новый сонет Шекспира. [Виталий Губарев. Путешествие на Утреннюю Звезду (1998)] [омонимия не снята]",NOUN,NPRO
"Только странное ощущение,", словно ,"в раскопе вдруг стало темнее, заставило ",1956,художественная,роман,"Только странное ощущение, словно в раскопе вдруг стало темнее, заставило меня поднять голову: откуда взялись тучи?    [И. А. Ефремов. Туманность Андромеды (1956)] [омонимия не снята]",NOUN,PREP
Паша, словно ,лишилась языка.  ,1968-1969,художественная,роман,Паша словно лишилась языка.   [И. А. Ефремов. Час быка (1968-1969)] [омонимия не снята],NOUN,VERB
"При этом он закивал головой,", словно ,раскрывая более глубокий смысл своих слов: ,1980,художественная,повесть,"При этом он закивал головой, словно раскрывая более глубокий смысл своих слов: да, да, там- то я и проверю, как ты справился с моим поручением.   [Нина Горланова. Филологический амур (1980)] [омонимия не снята]",NOUN,GRND
"стояла в левом верхнем углу,", словно ,"дожидаясь гостей, собеседников, товарищей.",1986,художественная,"предисловие, послесловие","Он открыл страницу и увидел цифру « 1», которая сиротливо стояла в левом верхнем углу, словно дожидаясь гостей, собеседников, товарищей. [Леонид Яхнин. Волшебная палочка таланта (1986)] [омонимия не снята]",NOUN,GRND
"ноготочки рвут в клочья сухую,", словно ,"пергамент, кожу ее плеч.  ",1976-1981,художественная,роман,"Материнские инстинкты сильны даже в мертвом женском теле, и, даже зная наверняка, что падение на брусчатку тротуара ничем не повредит ребенку, Юлька бережно, но настойчиво удерживала разбушевавшегося малыша, не обращая внимания на то, что его ноготочки рвут в клочья сухую, словно пергамент, кожу ее плеч.   [Анатолий Гладилин. Большой беговой день (1976-1981)] [омонимия не снята]",ADJF,NOUN
"тяжелое небо и зловещий оранжевый,", словно ,"кровью окрашенный, горизонт.",1973,художественная,роман,"За его спиной было тяжелое небо и зловещий оранжевый, словно кровью окрашенный, горизонт. [Владимир Богомолов. Момент истины (В августе сорок четвертого...) (1973)] [омонимия не снята]",ADJF,NOUN
"болезненнее вглядывается в меня директор,", словно ,"пытаясь определить, каким количеством здоровья я ",1999,художественная,роман,"И чем веселее дребезжит голос инспектора, тем болезненнее вглядывается в меня директор, словно пытаясь определить, каким количеством здоровья я ему обойдусь.   [Олег Дивов. Выбраковка (1999)] [омонимия не снята]",NOUN,GRND
"волной сильнейшего оргазма, и он", словно ,умер и воскрес вновь.  ,1976-1981,художественная,роман,"Лавина неуправляемых эмоций захлестнула его волной сильнейшего оргазма, и он словно умер и воскрес вновь.   [Анатолий Гладилин. Большой беговой день (1976-1981)] [омонимия не снята]",NPRO,VERB
, Словно ,"ища в вековой истории оправдания,  Кавказский ",1962,художественная,роман,"Словно ища в вековой истории оправдания,  Кавказский пленник « адаптирует» классику из школьной программы, оснащая ее современными атрибутами военной техники. [Юрий Рытхэу. В долине Маленьких Зайчиков (1962)] [омонимия не снята]",,GRND
"взглядом и в белых одеждах,", словно ,пациент из психушки.,2007,художественная,роман,"По одну сторону от Христа ― Богородица с младенцем, укутанная в платки и покрывала, точно арабская жена, а по другую сторону ― лысый старик с буйным взглядом и в белых одеждах, словно пациент из психушки. [Чингиз Абдуллаев. Мистерия эпохи заката (2007)] [омонимия не снята]",NOUN,NOUN
"тело очень тонко, с длинными,", словно ,"щупальца, конечностями.",1962,художественная,роман,"Его рост был велик, но тело очень тонко, с длинными, словно щупальца, конечностями. [Владимир Брагин. В стране дремучих трав (1962)] [омонимия не снята]",ADJF,NOUN
"глядя на темную стену леса,", словно ,"вырезанную из жести, и на зеленое ",1958,художественная,сказка,"Еще тогда, когда я вечером цепенел на площадке в пионерском лагере, глядя на темную стену леса, словно вырезанную из жести, и на зеленое небо и первую звезду… Мы пели песню:    [Николай Носов. Незнайка в Солнечном городе (1958)] [омонимия не снята]",NOUN,PRTF
Шуру, словно ,"бы втянула могучая воронка водоворота, он ",2000,художественная,сказка,"Шуру словно бы втянула могучая воронка водоворота, он цеплялся за нас с Аликом, а мы не сумели удержать его на поверхности.   [Ирина Антонова. Тринадцатый пират // «Мурзилка», 2000] [омонимия не снята]",NOUN,PRCL
"Глобус крутится, вертится,", Словно ,шар голубой…  ,1968-1997,художественная,роман,"Глобус крутится, вертится, Словно шар голубой…   [Юрий Дружников. Виза в позавчера (1968-1997)] [омонимия не снята]",VERB,NOUN
гасли непоправимо одно за другим ―, словно ,дни сотворения мира…  ,1989,художественная,роман,"Удовлетворившись визионерским путешествием, я медленно, точным, как у бильярдиста, движением отводил руку и, сжав солнце фокусом на крылышке, навсегда запоминал, как темнела, коричневела, чернела ― и вдруг подергивалась седой прядкой страница, как вспыхивало прозрачным лоскутом оранжевое пламя, как слова, вдруг налившись по буквам синеватым отливом, гасли непоправимо одно за другим ― словно дни сотворения мира…   [Фазиль Искандер. Сандро из Чегема (Книга 1) (1989)] [омонимия не снята]",ADJF,NOUN
"Он был, конечно, чудак, Сажица.", Словно ,не было ему додано простых человечьих ,1987,художественная,повесть,"Он был, конечно, чудак, Сажица. Словно не было ему додано простых человечьих чувств. [Глеб Голубев. Сын Неба (1987)] [омонимия не снята]",NOUN,PRCL
"Валерия морщилась,", словно ,от зубной боли.,1987,художественная,роман,"Валерия морщилась, словно от зубной боли. [Владимир Дудинцев. Белые одежды / Первая часть (1987)] [омонимия не снята]",VERB,PREP
"увидеть и чудовищную,", словно ,"могила, яму, в которой медленно и ",2005,художественная,роман,"увидеть и чудовищную, словно могила, яму, в которой медленно и неотвратимо скоплялась вода и над которой толстыми паучьими лапами топырились вырванные корни. [Александр Гаррос, Алексей Евдокимов. Новая жизнь. Святочная повесть (2005)] [омонимия не снята]",ADJF,NOUN
Женька, словно ,"ждал, когда о нём вспомнят: легонько ",2004,художественная,статья,"Женька словно ждал, когда о нём вспомнят: легонько задел Славкину ногу коленом. [Сергей Канунников. Оригиналы и копии // «За рулем», 2004.03.15] [омонимия не снята]",NOUN,VERB
"Нерон долго осматривал тело убитой,", словно ,"не веря своим глазам, и, наконец, ",1987,художественная,роман,"Нерон долго осматривал тело убитой, словно не веря своим глазам, и, наконец, пробурчал, поднимаясь от трупа: « Я и не знал, что у меня такая красивая мать». [Владимир Дудинцев. Белые одежды / Первая часть (1987)] [омонимия не снята]",ADJF,PRCL
"так, что торчат вперед складками,", словно ,два топорика ( а ноги у Максимки ― ,1974,художественная,повесть,"Легонькие штаны отглажены так, что торчат вперед складками, словно два топорика ( а ноги у Максимки ― как тонкие длинные рукоятки у этих топориков ― еще незагорелые, светлые, будто свежеоструганное дерево). [Владимир Железников. Жизнь и приключения чудака (1974)] [омонимия не снята]",NOUN,NUMR
"она меня никогда не называла,", словно ,и не знала его.  ,1962,художественная,повесть,"По имени она меня никогда не называла, словно и не знала его.   [Василий Аксенов. Коллеги (1962)] [омонимия не снята]",VERB,CONJ
"средним пальцами и, сложив губы", словно ,"для поцелуя, выпускала тоненькую струйку дыма, ",2002,"нехудожественная, публицистика",монография,"С небрежностью, за которой чувствуется особый шик, сжимала сигарету между указательным и средним пальцами и, сложив губы словно для поцелуя, выпускала тоненькую струйку дыма, с интересом наблюдая за ее превращениями. [Василий Голованов. Остров, или оправдание бессмысленных путешествий (2002)] [омонимия не снята]",NOUN,PREP
"Даю разрешение, ―", словно ,нехотя процедил бывший « рус ал».  ,1990-2000,художественная,рассказ,"Даю разрешение, ― словно нехотя процедил бывший « рус ал».   [Мария Голованивская. Буря (1990-2000)] [омонимия не снята]",NOUN,ADVB
"пошевеливая скрытыми под перчатками пальцами,", словно ,"управляя слаженной игрой огромного оркестра, исполняющего ",1976-1981,художественная,роман,"В реальности же он неподвижно стоял посреди живущего своей механической жизнью секционного блока, отдавая неслышные команды через вокодер и лишь чуть заметно пошевеливая скрытыми под перчатками пальцами, словно управляя слаженной игрой огромного оркестра, исполняющего сложную многоплановую симфонию, посвященную победе жизни над смертью.   [Анатолий Гладилин. Большой беговой день (1976-1981)] [омонимия не снята]",NOUN,GRND
"Он едва заметно пожал плечами,", словно ,и сам удивлялся собственным словам.,1972,"нехудожественная, публицистика",мемуары,"Так вот, Джеймс, если бы вы меня все-таки спросили, почему мы обретаемся в России, я бы вам ответил… ― Он едва заметно пожал плечами, словно и сам удивлялся собственным словам. [Роман Кармен. Но пасаран! [Ч. 1] (1972)] [омонимия не снята]",NOUN,CONJ
"Тонкое, худое лицо его", словно ,отлито из темно-коричневой бронзы.,1963,художественная,повесть,"Тонкое, худое лицо его словно отлито из темно-коричневой бронзы. [С. М. Голицын. За березовыми книгами (1963)] [омонимия не снята]",NPRO,PRTS
"же стихла, заскулила под окном ―", словно ,знакомого узнала.,1981,"нехудожественная, публицистика",мемуары,"Сразу же стихла, заскулила под окном ― словно знакомого узнала. [С. А. Дангулов. Уэст (1981)] [омонимия не снята]",NOUN,ADJF
Ходила она, словно ,"потерянная, за обедом ни с кем ",1967,художественная,повесть,"Ходила она словно потерянная, за обедом ни с кем не разговаривала, с нами тоже молчала. [Дмитрий Биленкин. Десант на Меркурий (1967)] [омонимия не снята]",NPRO,ADJF
не ожидала от нее такого:, словно ,"узелок затянула на невидимой нити, которая ",1978-1980,нехудожественная,роман,"Какая Нюся умница, что назвала ее этим именем― Голда,― не ожидала от нее такого: словно узелок затянула на невидимой нити, которая всех нас в одной связке держит. [Н. Н. Берберова. Железная женщина (1978-1980)] [омонимия не снята]",ADJF,NOUN
"и даже жизнью людей ― так,", словно ,"они… словно они не люди, а ",2000,художественная,роман,"Мне стыдно, что мы так жестоко и грубо распоряжаемся судьбой и даже жизнью людей ― так, словно они… словно они не люди, а скот, который можно перегонять с одного пастбища на другое».   [Мария Голованивская. Противоречие по сути (2000)] [омонимия не снята]",CONJ,UNKN
У них, словно ,"бы полностью отсутствовало честолюбие, их преданность ",2003,нехудожественная,рецензия,"У них словно бы полностью отсутствовало честолюбие, их преданность интересам дела была фанатичной. [Всепонимающая улыбка Вольтера // «Театральная жизнь», 2003.08.25] [омонимия не снята]",NPRO,PRCL
"на высоком помосте паяс, висели,", словно ,бы в воздухе ― земли не касаясь ― ,1980-1994,художественная,повесть,"Взлетали, шипя, потешные огни, ломался на высоком помосте паяс, висели, словно бы в воздухе ― земли не касаясь ― красные и синие шатры, постанывали от ветра деревянные, наскоро устроенные крепости.   [Л. К. Чуковская. Прочерк (1980-1994)] [омонимия не снята]",VERB,PRCL
"неприязненная решимость Устиновой возрастала, Лобанов", словно ,избавлялся от смущения.  ,1966,художественная,повесть,"По мере того как неприязненная решимость Устиновой возрастала, Лобанов словно избавлялся от смущения.   [Николай Дубов. Огни на реке (1966)] [омонимия не снята]",NOUN,VERB
"привоя сидят на обычных кустиках,", словно ,странные наездники- пришельцы.,2003,нехудожественная,очерк,"Очень любопытно смотрятся молодые привитые хвойники ― веточки привоя сидят на обычных кустиках, словно странные наездники- пришельцы. [Виктор Гастелло. Два брата // «Наш современник», 2003.06.15] [омонимия не снята]",NOUN,ADJF
"высоко- высоко, в самое поднебесье,", словно ,"задумал совсем от нас улететь, ―   ",2007,художественная,роман,"Когда повторяли во второй раз, русоволосый парень взвился голосом куда-то высоко- высоко, в самое поднебесье, словно задумал совсем от нас улететь, ―    [Евгений Сухов. Делу конец ― сроку начало (2007)] [омонимия не снята]",NOUN,VERB
"Ольга сказала: « Ты пишешь так,", словно ,"не хочешь, чтобы это напечатали.»   ",1957,нехудожественная,повесть,"Ольга сказала: « Ты пишешь так, словно не хочешь, чтобы это напечатали.»    [Г. Я. Бакланов. Южнее главного удара (1957)] [омонимия не снята]",CONJ,PRCL
"это выглядело празднично и спортивно,", словно ,здесь собрались представители двух команд и ,2014,художественная,рассказ,"Многие держали в руках или прижимали к груди красные блоки, и это выглядело празднично и спортивно, словно здесь собрались представители двух команд и судьям при помощи этих красных знаков легче будет отличать одну команду от другой.   [Алексей Иванов. Ёбург. Новеллы из книги (2014)] [омонимия не снята]",ADVB,ADVB
"самолетом и другими волшебными предметами,", словно ,провалился сквозь землю или растворился в ,2003,художественная,статья,"Он исчез вместе с ковром- самолетом и другими волшебными предметами, словно провалился сквозь землю или растворился в воздухе.   [Павел Вощанов. Тайный заговор олигархов ― хит политического сезона // «Новая газета», 2003.01.09] [омонимия не снята]",NOUN,VERB
Ликующую радость излучают, словно ,"заряженные живительной энергией солнечные, оптимистичные натюрморты (« ",2004,нехудожественная,аннотация,"Ликующую радость излучают словно заряженные живительной энергией солнечные, оптимистичные натюрморты (« Игрушки на красном сундуке», « Лупинусы и маки») Н. С. Трошина ( 1897- 1990). [Наталья Корниенко. «…душою плачешь и смеешься от души» // «Наш современник», 2004.05.15] [омонимия не снята]",VERB,PRTF
"праздничной настроенностью для восприятия красоты,", словно ,красивые женщины должны появляться на улицах ,1999,художественная,роман,"Отчасти это ощущение можно назвать чувством неловкости, неподготовленностью окружающей среды, ее недостаточной праздничной настроенностью для восприятия красоты, словно красивые женщины должны появляться на улицах только в большие праздники ― Первого мая, 7 ноября, в Новый год.   [Олег Дивов. Выбраковка (1999)] [омонимия не снята]",NOUN,ADJF
"в центре ярко освещенного, гулкого,", словно ,"барабан, круга, выгнувшись назад и присев ",2009,художественная,роман,"В небольшом затемненном помещении за столиками вокруг помоста угадывались редкие группки посетителей, а в центре ярко освещенного, гулкого, словно барабан, круга, выгнувшись назад и присев на собственные пятки, что-то демонстрировала обнаженная стриптизерша.   [Николай Дежнев. Принцип неопределенности (2009)] [омонимия не снята]",ADJF,NOUN
"Наконец он медленно опустил руки,", словно ,устал.  ,1962-1963,"бытовая, нехудожественная",письмо личное,"Наконец он медленно опустил руки, словно устал.   [Сергей Довлатов. Армейские письма к отцу (Из сборника «Сергей Довлатов: творчество, личность, судьба») (1962-1963)] [омонимия не снята]",NOUN,VERB
"Приглушенно,", словно ,"бы шепотом, зажужжал телефон.",2002,художественная,статья,"Приглушенно, словно бы шепотом, зажужжал телефон. [Дмитрий Гусев. По морям, по волнам // «Homes & Gardens», 2002.05.15] [омонимия не снята]",ADVB,PRCL
"и тявканьем, времена года мелькали,", словно ,"листы раскрашенного альбома, с головокружительной быстротой, ",1946-1976,художественная,мемуары,"Завтраки сменялись обедами, обеды ужинами, в гардеробе появлялись новые наряды, а старые отказывались прислуге, на охоте досадным образом гибли роскошные породистые псы, а по весне двор снова наполнялся щенячьим визгом и тявканьем, времена года мелькали, словно листы раскрашенного альбома, с головокружительной быстротой, кое-где делались закладки, а какие-то страницы и вовсе казались нечитанными, родилась Аннушка, внешность моя, равно как и нрав, подверглись значительным переменам [С. М. Голицын. Записки беспогонника (1946-1976)] [омонимия не снята]",VERB,NOUN
"Она длилась, длилась, длилась,", словно ,не было ей начала и не ,2004,художественная,роман,"Она длилась, длилась, длилась, словно не было ей начала и не будет конца. [Андрей Геласимов. Рахиль (2004) // «Октябрь», 2003] [омонимия не снята]",VERB,PRCL
"песочные часы, большие и сложные,", словно ,"для измерения совсем иного времени, и ",1992,художественная,повесть,"Она разжала хватку, китаец усеменил за портьеру и сразу же вернулся с кальяном, похожим на песочные часы, большие и сложные, словно для измерения совсем иного времени, и самшитовой шкатулкой. [Сергей Есин. Стоящая в дверях // «Наш современник», 1992] [омонимия не снята]",ADJF,PREP
"наливался муторной тяжестью, и сердце", словно ,повисало в пустоте.  ,2004,нехудожественная,статья,"А самолёт и не качало, он шёл, как автобус по бетонке, но всё равно желудок наливался муторной тяжестью, и сердце словно повисало в пустоте.   [Сергей Канунников. Оригиналы и копии // «За рулем», 2004.03.15] [омонимия не снята]",NOUN,VERB
"И она,", словно ,"паровоз, потащила меня в сторону нового ",2002,нехудожественная,роман,"И она, словно паровоз, потащила меня в сторону нового микрорайона.   [Дмитрий Быков. Орфография (2002)] [омонимия не снята]",NPRO,NOUN
"Здесь было как-то необычно тихо,", словно ,сюда не долетали крики петухов и ,1966,художественная,рассказ,"Здесь было как-то необычно тихо, словно сюда не долетали крики петухов и отчаянный лай деревенских собак. [Рид Грачев. Промежуток (1966)] [омонимия не снята]",ADVB,ADVB
"Исчез,", словно ,сквозь землю провалился! ,1981,"нехудожественная, публицистика",мемуары,"Исчез, словно сквозь землю провалился!  [С. А. Дангулов. Уэст (1981)] [омонимия не снята]",VERB,PREP
"он молча смотрел на Пафнутьева,", словно ,"давая ему возможность привыкнуть к происходящему, ",1990-1991,художественная,повесть,"Некоторое время он молча смотрел на Пафнутьева, словно давая ему возможность привыкнуть к происходящему, а может быть, смириться с происходящим.   [Алексей Иванов. Победитель Хвостика (1990-1991)] [омонимия не снята]",NOUN,GRND
"горестно усмехаясь с таким видом,", словно ,завуч не может не знать о ,1999,художественная,роман,"Нет, этот совсем не такой, ― отвечала мама, горестно усмехаясь с таким видом, словно завуч не может не знать о моих успехах, но пользуется поводом, чтобы придраться. [Олег Дивов. Выбраковка (1999)] [омонимия не снята]",NOUN,NOUN
"угли в нем жарко рдели,", словно ,и впрямь остатки какого-то пепелища.,1956,художественная,роман,"Костер, в который забыли подбрасывать хворост, догорал, и угли в нем жарко рдели, словно и впрямь остатки какого-то пепелища. [И. А. Ефремов. Туманность Андромеды (1956)] [омонимия не снята]",VERB,CONJ
"Тут и я,", словно ,"самый опытный газетный читатель, уткнулась в ",1975-1977,"нехудожественная, публицистика",мемуары,"Тут и я, словно самый опытный газетный читатель, уткнулась в самое основное ― в Серафима. [Е. С. Гинзбург. Крутой маршрут: Часть 2 (1975-1977)] [омонимия не снята]",NPRO,ADJF
"вдали на западе что-то громыхало,", словно ,неведомый великан переворачивал огромные листы железа.,1998,художественная,повесть,"Изредка вдали на западе что-то громыхало, словно неведомый великан переворачивал огромные листы железа. [Алла Боссарт. Повести Зайцева // «Дружба народов», 1998] [омонимия не снята]",VERB,ADJF
"война для нас настолько различна,", словно ,это две разных войны.,1998,"нехудожественная, публицистика",мемуары,"И хотя мы служим с Клепиковым в одном полку и все время на одном фронте, у нас с ним нет общих воспоминаний, война для нас настолько различна, словно это две разных войны. [С. Г. Кара-Мурза. «Совок» вспоминает свою жизнь (1998)] [омонимия не снята]",ADJS,PRCL
"кулак, мерно, со звяканьем встряхивающий", словно ,бы монетки.,1964-1997,художественная,роман,"Вспомнил: Володька кивает на его кулак, мерно, со звяканьем встряхивающий словно бы монетки. [Л. Р. Кабо. Ровесники Октября (1964-1997)] [омонимия не снята]",PRTF,PRCL
Он сам схимой своей « Школы», словно ,провоцировал людей сопоставлять его слова с ,2003,нехудожественная,статья,"Он сам схимой своей « Школы» словно провоцировал людей сопоставлять его слова с поступками, и строго судить о происходящем в стенах театра, и искать мистическую связь между событиями, которые в ином месте показались бы случайным стечением обстоятельств. [Владимир Попов. Вся Россия ― Сибирь? мобилизационная модель ― вместо «окрошки» из Фридмана, Столыпина и Дэн Сяопина // «Завтра», 2003.07.17] [омонимия не снята]",NOUN,VERB
"на голубей и прохожих так,", словно ,все это ему внове.  ,1966,художественная,повесть,"Австралиец тоже не станет поглядывать на прельстительное богатство витрин, тем более на голубей и прохожих так, словно все это ему внове.   [Николай Дубов. Небо с овчинку (1966)] [омонимия не снята]",CONJ,ADJF
"лип и лохмы бурьяна синевой,", словно ,они были пришельцами с Венеры.,2013,художественная,рассказ,"Неестественный и воспалённый свет окрасил листву лип и лохмы бурьяна синевой, словно они были пришельцами с Венеры. [Владимир Васильев. Шуруп (2013)] [омонимия не снята]",NOUN,NPRO
"Как это мило,", словно ,"это новоявленные святые, устраивать что-то вроде ",1987,художественная,повесть,"Как это мило, словно это новоявленные святые, устраивать что-то вроде престольных праздников в честь родов войск!  [Фазиль Искандер. Школьный вальс, или Энергия стыда [Старый дом под кипарисом] // «Знамя», 1987] [омонимия не снята]",ADVB,PRCL
"Изредка,", словно ,"спохватившись, кто-нибудь из них взвывал, и ",1980,нехудожественная,"дневник, записные книжки","Изредка, словно спохватившись, кто-нибудь из них взвывал, и плач, в котором слышалось больше усердия, чем чувства, заглушал громкие голоса мужчин.   [В. И. Аблазов. Дневник (1980)] [омонимия не снята]",ADVB,GRND
"на возвышении, и внизу, прорезая", словно ,"лезвием чарующие лесные пространства, серебрилась река.",1946-1976,художественная,мемуары,"Усадьба наша располагалась на возвышении, и внизу, прорезая словно лезвием чарующие лесные пространства, серебрилась река. [С. М. Голицын. Записки беспогонника (1946-1976)] [омонимия не снята]",GRND,NOUN
"проявлением жизни, или скаты, парящие,", словно ,"орлы ― Milobatis aquila, или рыбы- мотыльки, ",2014,художественная,рассказ,"движение беззвучно, где нет криков, охов и стенаний, где нет вообще никакого звука, связанного со всяким наземным проявлением жизни, или скаты, парящие, словно орлы ― Milobatis aquila, или рыбы- мотыльки, ничем не отличающиеся от своих сухопутных братьев ― зеркальное отражение, зазеркальный мир, воспроизводящий почти в точности мир воздушный, только « летать» заменяется на « плавать», со всеми вытекающими отсюда последствиями, фантастическая симметрия, шутка Создателя, исполненная глубокого смысла [Максим Тихомиров. Национальная демография (2014)] [омонимия не снята]",PRTF,NOUN
"помалкивали и даже шевелиться избегали,", словно ,"надеялись, что так их подольше не ",1966-1967-1989,нехудожественная,статья,"Задние ряды постепенно пустели, но каждый из зрителей прекрасно сознавал: чем дольше его не вызывают на сцену, тем лучше, поэтому все инстинктивно помалкивали и даже шевелиться избегали, словно надеялись, что так их подольше не заметят.   [Л. К. Чуковская. Памяти Фриды (1966-1967-1989)] [омонимия не снята]",VERB,VERB
"Летние лохматые песцы тявкали,", словно ,выплевывая застывшие в глотке мелкие косточки ,2003,нехудожественная,рецензия,"Летние лохматые песцы тявкали, словно выплевывая застывшие в глотке мелкие косточки морошки, остро и пронзительно свистели суслики, как бы окликая Нау, призывая ее взглянуть на черные глазки нор, вырытые под защитой камней.   [Театр театра // «Театральная жизнь», 2003.08.25] [омонимия не снята]",VERB,GRND
Но толстые стебли оказались, словно ,из проволоки сплетенные.,1974,художественная,повесть,Но толстые стебли оказались словно из проволоки сплетенные. [Владимир Железников. Жизнь и приключения чудака (1974)] [омонимия не снята],VERB,PREP
"Было очень тихо, железная дверца", словно ,отрезала весь мир.  ,1966,художественная,рассказ,"Было очень тихо, железная дверца словно отрезала весь мир.   [Рид Грачев. Промежуток (1966)] [омонимия не снята]",NOUN,VERB
"разу не повидав его фантастический,", словно ,сотканный из воздушных кружев собор Святого ,2009,художественная,повесть,"Прожить жизнь, ни разу не повидав его фантастический, словно сотканный из воздушных кружев собор Святого семейства, поверьте, обидно… [Сергей Шаргунов. Вась-вась (2009)] [омонимия не снята]",ADJF,PRTF
"населением, « прямо и честно» повторяя,", словно ,"пароль, президентскую фразу: « Не выполним! ",1958,художественная,роман,"Все ведь прекрасно понимают ( за исключением, может быть, руководителей и активистов « Единой России»): после произнесенных президентом слов правительственные чиновники, а вслед за ними и чиновники помельче, займутся самым активным сокращением как можно большего числа обязательств перед населением, « прямо и честно» повторяя, словно пароль, президентскую фразу: « Не выполним!  [Федор Абрамов. Братья и сестры (1958)] [омонимия не снята]",GRND,NOUN
"усердием, мгновениями приостанавливаясь для консилиума,", словно ,не смущаясь недостающими частями и полностью ,2005,художественная,роман,"Делали они это все с тем же жизнетворящим, хирургическим усердием, мгновениями приостанавливаясь для консилиума, словно не смущаясь недостающими частями и полностью съеденной печенью, старались точно припомнить и восстановить их первозданное положение.   [Дмитрий Глуховский. Метро 2033 (2005)] [омонимия не снята]",NOUN,PRCL
"с бешеной силой,", словно ,"влив в усталый мотор горючее, начать ",1999,художественная,роман,"с бешеной силой, словно влив в усталый мотор горючее, начать выламывать ударами ноги штакетник своего забора, захлебываясь всеми вариантами русского мата.   [Олег Дивов. Выбраковка (1999)] [омонимия не снята]",ADVB,GRND
