Left context;Center;Right context;Created;Sphere;Type;Full context;Left_context_POS;Right_context_POS
воспылал бы ровно так же ―;аки;сатир колченогий бросался на нее неоднократно, ;1860;художественная;художественный;Это, мол, самолетающий механизм, который выволок из болота Коля Кречмара, пережитка тяжелого прошлого, когда тот, воспылавши низменною страстию к девице Серафиме ― а быдь на ее месте какая другая, воспылал бы ровно так же ― аки сатир колченогий бросался на нее неоднократно, но, достойный отпор получивши, задумал утопиться, и болото предпочел и реке, и озеру, ибо вода в них зело чиста, не для Кречмара, коий [А. Ф. Писемский. Самоуправцы (1867)] [омонимия не снята];AUX;NOUN
он на дух не переносит,;аки;фридрих ницше и виктор буренин ( 1841- ;1860;нехудожественная;публицистический;А Виктор считает литературу служением грозным и услужением гнусным, причем ни одного служителя- услужителя он на дух не переносит, аки Фридрих Ницше и Виктор Буренин ( 1841- 1926) в одном флаконе. [А. И. Левитов. Нравы Московских девственных улиц (1864)] [омонимия не снята];VERB;NOUN
ясно читают звездную книгу и;аки;бы пророчествуют.;2000;художественная;публицистический;"Знаю, сударь, знаю; великие наши астрономы ясно читают звездную книгу и аки бы пророчествуют. [Алексей Демин. Тихие радости и печали. Пять событий недели в хоккейной суперлиге // «Известия», 2003.01.21] [омонимия не снята]";AUX;AUX
восьмиконечному, а не крыжу постыдному,;аки;у рекомых православных.;2000;нехудожественная;публицистический;Даром, что не в бороде, ― возразил старец, ― зато нам, рекомым раскольникам, соизволил манифестом даровать « крест и бороду», сиречь ― пресек гонения нас, сирых, установил нам право по старозаветному обычаю бороду носить и поклоняться животворящему кресту восьмиконечному, а не крыжу постыдному, аки у рекомых православных. [Владимир Бондаренко. Закон ― что дышло. Министерство печати угрожает закрыть «Завтра» // «Завтра», 2003.05.27] [омонимия не снята];ADJ;AUX
с галатеей за белизну кожи, «;аки;мрамора», и за черные волосы, « аки ;1760;художественная;научный;Говорил « куплименты» из Овидия ― сравнивал меня с Галатеей за белизну кожи, « аки мрамора», и за черные волосы, « аки цвет гиацинта». [архиепископ Платон (Левшин). Православное учение или сокращенная христианская богословия (1765)] [омонимия не снята];NOUN;NOUN
обстоятельств отделенный, очищенный и точно;аки;бы в невещественность приведенный изображается.;1760;нехудожественная;разговорный;перемешенном вещественными обстоятельствами, но в самом уме, от таких обстоятельств отделенный, очищенный и точно аки бы в невещественность приведенный изображается. [архиепископ Платон (Левшин). Слово в день рождения Его Императорскаго Высочества Благовернаго Государя Цесаревича и Великаго Князя Павла Петровича (1768)] [омонимия не снята];ADVB;AUX
души ваша, не того ради,;аки;бы иныя добродетели к стяжанию не ;1860;нехудожественная;публицистический;"Вся сия, о них же рекох, добродетели потребныя суть ко стяжанию души; однакож Христос умолчавши прочия добродетели, о терпении глаголет: в терпении вашем стяжите души ваша, не того ради, аки бы иныя добродетели к стяжанию не были потребны, но того ради, яко терпение есть всех добродетелей мати, венец и корона, и яко перст посредствующий есть всех перстов высший, тако и терпение. [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]";AUX;AUX
просветятся « праведнии;аки;солнце во царствии отца их» ( матф.;1871;художественная;художественный;Просветятся « праведнии аки солнце во царствии Отца их» ( Матф. [П. И. Мельников-Печерский. В лесах. Книга вторая (1871-1874)] [омонимия не снята];NOUN;NOUN
что вельми удивляет нас и;аки;адамантиновою бронию истинну сию утверждает, сего ;1860;художественная;публицистический;Но что вельми удивляет нас и аки адамантиновою бронию истинну сию утверждает, сего преминути не можем. [А. И. Левитов. Московские «комнаты снебилью» (1863)] [омонимия не снята];AUX;ADJ
и;аки;бы с ревности: « ни ли ты, ― ;1860;художественная;публицистический;И аки бы с ревности: « Ни ли ты, ― рече, ― боишися бога, в лаптях на престол святый дерзнул». [А. И. Левитов. Московские «комнаты снебилью» (1863)] [омонимия не снята];AUX;AUX
ежели все будем сидеть смирно,;аки;агнцы, придет волк, перебьет всех до ;1770;художественная;публицистический;Ежели все будем сидеть смирно, аки агнцы, придет волк, перебьет всех до единого, заберет себе все труды наши, вырежет скот, разорит пасеки. [архиепископ Платон (Левшин). Сокращенный катехизис (1775)] [омонимия не снята];ADVB;NOUN
кириск жалобно заплакал!;аки;мылгун! ;1880;художественная;художественный;Кириск жалобно заплакал! Аки-Мылгун!  [А. Ф. Писемский. Масоны (1880)] [омонимия не снята];VERB;NOUN
и млеком: египтяне же погрязнуша,;аки;олово, в воде зелне.;1871;художественная;художественный;Но егда приидоша к чермному морю, оныя проидоша по суху, посреде моря, и внидоша в землю обетованную, текущую медом и млеком: Египтяне же погрязнуша, аки олово, в воде зелне. [П. И. Мельников-Печерский. В лесах. Книга вторая (1871-1874)] [омонимия не снята];NOUN;NOUN
въ целомъ умѣ, толïко имѣетъ;аки;бы свѣта прïроднаго яко прïложа тщанïе, ;1980;нехудожественная;художественный;Сïе вѣдати надлежïтъ: что всякъ человѣкъ въ совершенномъ возрастѣ и въ целомъ умѣ, толïко имѣетъ аки бы свѣта прïроднаго яко прïложа тщанïе, и размышлеенïе должное, можетъ право выразумѣтъ, хотя первѣïшïя заповеди оныя и начала, которыя къ препровожденïю жïтïя честнаго и тïхаго ведутъ: вкупѣ же разсуждать, что оныя начала прïродѣ человѣческои прïлïчествуютъ. [Ю. И. Визбор. Когда все были вместе (1980-1983)] [омонимия не снята];NOUN;AUX
не просто гол, он еще ― «;аки;свиния ― в калу».;2000;нехудожественная;художественный;Писатель ВСЁ видит и ВСЁ понимает: король не просто гол, он еще ― « аки свиния ― в калу». [Марина Палей. Дань саламандре (2008)] [омонимия не снята];AUX;NOUN
довольство и великолепие окружали престол,;аки;источник благоденствия обществу, от которого истекают ;1934;художественная;художественный;579.5) Благопристойность требует, чтоб довольство и великолепие окружали престол, аки источник благоденствия обществу, от которого истекают награждения, ободрения и милости. [В. Я. Шишков. Емельян Пугачев. Книга первая. Ч. 1-2 (1934-1939)] [омонимия не снята];NOUN;NOUN
от него же чин владычествующих,;аки;благая отрасль от благаго корене произыде.;1960;нехудожественная;художественный;Не от Хама, от негоже рабское племя прозябе, но от Афета, от него же чин владычествующих, аки благая отрасль от благаго корене произыде. [Виталий Губарев. Преданье старины глубокой (1960-1980)] [омонимия не снята];PRT_GRND;ADJ
древлеблагочестивыя отеческия нашея веры, пресветло;аки;луча солнечная сияющей во благочестии и ;1780;нехудожественная;публицистический;Крайнего и пресветлого, грядущего града небесного Иерусалима взыскательнице, любозрительных же и огнелучных ангельских сил ревнительнице, плоть свою Христа ради изнурившей, твердому и незыблемо у адаманту древлеблагочестивыя отеческия нашея веры, пресветло аки луча солнечная сияющей во благочестии и христоподражательном пребывании пречестной матушке Манефе, о еже во Христе с сестрами пречестныя обители святых, славных н всехвальных, верховных апостол Петра и Павла земнокасательное поклонение и молитвенное [А. С. Шишков. Записки (1780-1814)] [омонимия не снята];ADJ;NOUN
сияющее на церковь вышняго, и;аки;дуга светящаяся на облацех славы.  ;1860;нехудожественная;публицистический;О нем то написано, что он яко Солнце сияющее на церковь Вышняго, и аки дуга светящаяся на облацех славы.   [А. И. Левитов. Моя фамилия (1863)] [омонимия не снята];AUX;NOUN
потому что тут погонщики бывают;аки;звери.;1800;нехудожественная;публицистический;Потому что тут погонщики бывают аки звери. [Д. С. Самойлович. Способ наиудобнейший ко недопущению первоначально возникнуть оказавшейся где-либо промеж народом смертоносной язве, заражаемой чуме (1803)] [омонимия не снята];VERB;NOUN
выглядит как человек, только голубой.;аки;собирает восемь нужных элементов духа, но ;1830;художественная;художественный;выглядит как человек, только голубой. Аки собирает восемь нужных элементов духа, но здесь все невнятно, зато хорошо показаны дурость военных и неизбежная любовь. [О. М. Сомов. Матушка и сынок (1831)] [омонимия не снята];NOUN;VERB
солнце, места черны по солнцу,;аки;гвозди…»   ;1870;художественная;научный;А в русской Никоновой летописи 1371 г. есть такая запись: « Того же лета бысть знамение в Солнце, места черны по Солнцу, аки гвозди…»    [Д. И. Иловайский. Начало Руси (1876)] [омонимия не снята];NOUN;TRSH
раб боясь наказания своего господина,;аки;не хотя добро делает: а последователь ;1893;нехудожественная;художественный;И потому последователь закона, как раб боясь наказания своего господина, аки не хотя добро делает: а последователь Евангелия, яко сын, по усердию отдает себя во объятия добродетели. [Н. Н. Златовратский. Сироты 305-й версты (1893-1900)] [омонимия не снята];NOUN;AUX
родотворенія ослабѣвши, остается безъ пользы,;аки;"бы, какъ піитъ говоритъ, погребено; сѣменоносную ";1936;нехудожественная;разговорный;"Коль ближе человѣкъ до сей крайности доходитъ, тѣмъ больше естественный жаръ угасаетъ; орудіе родотворенія ослабѣвши, остается безъ пользы, аки бы, какъ Піитъ говоритъ, погребено; сѣменоносную слизь до надлежащаго сгущенія не варитъ; сѣмя отъ того не созрѣваетъ и недовольно одущевляется; впадаетъ въ порчи качества, наконецъ въ неплодіе.   [Мы должны свои знамена побѣдоносно донести до родной земли (1936.09.20) // Вѣстникъ Общества Галлиполійцевъ № 40, 1936] [омонимия не снята]";NOUN;AUX
грубым и неполитичным, то есть;аки;бы все одного состояния какова нибудь ;1840;художественная;художественный;Выше сего объявлено, что весь здешний российской народ, сего Царствующаго Града жители, собраны из разных мест, что хотя древнии историописатели обще российский народ описуют грубым и неполитичным, то есть аки бы все одного состояния какова нибудь были неполитичнаго. [А. Ф. Вельтман. Райна, королева болгарская (1843)] [омонимия не снята];TRSH;AUX
воспоминая оных именно, на себя;аки;бы вину тую приемлет, в первом ;1700;художественная;разговорный;И так Павел Апостол, обличая учителей, которые, ставя себя высоко, по своему имени ученикам своим нарицатися желали, не воспоминая оных именно, на себя аки бы вину тую приемлет, в первом послании из Коринфом в главе первой, тако ж и на другов своих Петра, Аполлоса. [митрополит Стефан (Яворский). Проповеди (1700-1722)] [омонимия не снята];NPRO;AUX
весною воскресения нашего образ носяще,;аки;бисеры из себе испущают, украшаются цветами, ;1871;художественная;художественный;"Зрим, глаголет, како зимою древеса обнажаются красоты своея, лишаются листвия и плодов своих; но оныя паки весною воскресения нашего образ носяще, аки бисеры из себе испущают, украшаются цветами, одеваются листвием, таже и плодами обременяются. [П. И. Мельников-Печерский. В лесах. Книга вторая (1871-1874)] [омонимия не снята]";ADVB;NOUN
;аки;иоанн ( икий) великий” (« брада велика и ;2000;художественная;художественный;аки Иоанн ( икий) Великий” (« брада велика и широка на концы вдвое   [Евгений Прошкин. Механика вечности (2001)] [омонимия не снята];TRSH;NOUN
и придет он;аки;тать в нощи, ― распевали по вечерам ;1940;нехудожественная;публицистический;И придет он аки тать в нощи, ― распевали по вечерам седые грамотеи, ― в предшествии мрака и бури, коей ни единое существо не воспротивится, придет с злым смехом и паскудным глумлением над христианскими душами, и возмнит он обратить те христианские души в свою антихристову веру, и примется острые иглы втыкать в ногти человеческие для того, дабы совратить…»    [архиепископ Серафим (Соболев). Об истинном монархическом миросозерцании (1941)] [омонимия не снята];NPRO;NOUN
плачущее и рыдающее, и уже;аки;в подвизе изнемогающее, начат оживотворятися, и ;1871;художественная;художественный;Сим торжественным глаголом все создание, по умершем своем Создателе плачущее и рыдающее, и уже аки в подвизе изнемогающее, начат оживотворятися, и первую свою доброту и красоту восприимати. [П. И. Мельников-Печерский. В лесах. Книга вторая (1871-1874)] [омонимия не снята];ADVB;AUX
и возблагодарив добросиянное, развеявшее супостатов,;аки;туман утренний, ― вновь заскрипело по пергаменту ;2000;художественная;художественный;И возблагодарив добросиянное, развеявшее супостатов, аки туман утренний, ― вновь заскрипело по пергаменту гусиное перо, ― дал зарок Столпосвят заложить близ того места, что у Ярилиной Дороги, обильно изукрашенное капище, весьма угодное светлому и тресветлому нашему солнышку. [Саша Бородин. Ключевой вопрос // Интернет-альманах «Лебедь», 2003.11.09] [омонимия не снята];NOUN;NOUN
ты пребудеши в дому моем;аки;ное в ковчезе, и треволнения никогда ;1900;нехудожественная;художественный;Ты пребудеши в дому моем аки Ное в ковчезе, и треволнения никогда же тя коснутся. [Андрей Белый. Симфония (1901)] [омонимия не снята];VERB;NOUN
в палате были три камени,;аки;корчаги, день и нощь светили: то ;1850;художественная;публицистический;"Да среди двора царева стояло райское древо со многими птицами; да на Цареве ж дворе была палата от древ негниющих, а в палате были три камени, аки корчаги, день и нощь светили: то есть все в пиянстве изгубили». [Ф. И. Буслаев. Повесть о горе и злочастии, как Горе-Злочастие довело молодца во иноческий чин (1856)] [омонимия не снята]";NOUN;NOUN
андреева, не ржи,;аки;кобылица!   ;1972;художественная;художественный;Андреева, не ржи, аки кобылица!    [Ю. М. Нагибин. Трое и одна и еще один (1972-1979)] [омонимия не снята];NOUN;NOUN
путь этот сложен, морально тернист,;аки;в лесу темном грехи таятся, а ;1947;нехудожественная;публицистический;Я, как узнал, так просто расстроился, вот прямо так и подумал, осознал вдруг ― да, хрен огородный, хоть опять в паломничество по очагам несемейным иди, странствуй, но путь этот сложен, морально тернист, аки в лесу темном грехи таятся, а в кармане почти нет ничего, потому я решил пожарить говядину из Юлькиного холодильника, чтобы поесть и накормить мою блаженную Юльку, что б она делала без [А. А. Игнатьев. Пятьдесят лет в строю. Кн. 1-2 (1947-1953)] [омонимия не снята];ADJ;AUX
м**;аки;;1880;художественная;художественный;М** аки!    [Д. Л. Мордовцев. Москва слезам не верит (1885)] [омонимия не снята];NOUN;TRSH
нормально, вот только м―;аки;задолбали!» ;1860;художественная;художественный;Нормально, вот только м― аки задолбали!»  [В. В. Крестовский. Петербургские трущобы. Книга о сытых и голодных. Ч. 6 (1867)] [омонимия не снята];NOUN;VERB
друг со другом со слезами,;аки;в последний день.;2000;нехудожественная;художественный;Соделалась здесь в городе печальная картина: оставлял отец сына, сын отца, матерь дочь, дочь матерь, муж жену, жена мужа, и в таковом смятении и страхе распрощалися друг со другом со слезами, аки в последний день. [Александр Гаррос, Алексей Евдокимов. [Голово]ломка (2001)] [омонимия не снята];NOUN;AUX
или речеши, княже: солгал еси,;аки;пес.;1860;нехудожественная;публицистический;Приведя ещё несколько афоризмов и неожиданно высказав крайнее самоумаление, идущее вразрез со всем предшествующим самовосхвалением (« Или речеши, княже: солгал еси, аки пес. [Ф. И. Буслаев. Общие понятия о русской иконописи (1866)] [омонимия не снята];TRSH;NOUN
отечества, вознерадев о своем здравии,;аки;скороходным бегом сам опешит к смерти, ;1860;художественная;публицистический;И когда многими попечении и подвиги сам себе безвременную старость привлекает, когда за целость отечества, вознерадев о своем здравии, аки скороходным бегом сам опешит к смерти, тогда некиим возмнился долго жити!  [А. И. Левитов. Московские «комнаты снебилью» (1863)] [омонимия не снята];NOUN;ADJ
вся в едином сем граде,;аки;в собрании всех похвал, узрит, и ;1840;художественная;художественный;Егда бо помыслит о всех тех, яже грады прославляют и величиют, вся в едином сем Граде, аки в собрании всех похвал, узрит, и прехвалная, и преславная, и всякую похвалу и славу превосходящая, велие градовом похваление, аще создателя своего преславнейшаго коего воина имут, вящшее егда вожду или князю коему свое восписуют основание. [А. Ф. Вельтман. Райна, королева болгарская (1843)] [омонимия не снята];NOUN;AUX
но уже таковых мерзословов,;аки;блата избывше, изидем на чистый и ;1860;художественная;публицистический;Но уже таковых мерзословов, аки блата избывше, изидем на чистый и гладкий путь и разсмотрим, каковаго помысла о державе человеческой учит нас и самое естество и слово божие. [А. И. Левитов. Московские «комнаты снебилью» (1863)] [омонимия не снята];NOUN;NOUN
расфуфырена, точно, до страсти,;аки;барыня какая большая! ;1710;нехудожественная;разговорный;Расфуфырена, точно, до страсти, аки барыня какая большая!  [архиепископ Феофан (Прокопович). Слово о власти и чести царской… (1718)] [омонимия не снята];NOUN;NOUN
смерды головы подъемлют,;аки;змеи…;1840;нехудожественная;публицистический;Смерды головы подъемлют, аки змеи… [А. В. Дружинин. Дневник (1845)] [омонимия не снята];VERB;TRSH
казань: возвратившись в свои палаты, «;аки;ластвица во гнездо свое, с великою ;1710;нехудожественная;разговорный;Близко к стилю жития Алексея человека божия передаётся скорбь царицы Анастасии, проводившей своего мужа- царя в поход на Казань: возвратившись в свои палаты, « аки ластвица во гнездо свое, с великою тугою и печалью и со многим сетованием», она « аки светлая звезда темным облаком, скорбию и тоскою прикрывся в полате своей, в ней же живяше, и вся оконца позакры, и света дневного зрети не [архиепископ Феофан (Прокопович). Слово похвалное о баталии Полтавской (1717)] [омонимия не снята];NOUN;NOUN
в благочестии;аки;лист древесный колеблемся.;1760;нехудожественная;научный;В благочестии аки лист древесный колеблемся. [архиепископ Платон (Левшин). Православное учение или сокращенная христианская богословия (1765)] [омонимия не снята];NOUN;NOUN
"к себе отозвал; осталась я";аки;перст и задумала это для господа ;1830;художественная;художественный;"Деток, двух сынков, Он, Создатель, раньше к Себе отозвал; осталась я аки перст и задумала это для Господа потрудиться ― по сиделкам за больными пошла ― княгинюшка тут одна благодетельница в больницу меня определила. [А. Ф. Вельтман. Кощей бессмертный. Былина старого времени (1833)] [омонимия не снята]";NPRO;NOUN
щита, ни шлема мидянаго, но;аки;нерушимою стеною и адамантовим забралом огражденно ;1790;нехудожественная;публицистический;Не был еси убо одеян в железо, ни обложен твердою бронею, не имел еси ни щита, ни шлема мидянаго, но аки нерушимою стеною и адамантовим забралом огражденно бяше царское лице твое невидимою силою вышняго. [Д. С. Самойлович. Способ самый удобный повсемственного врачевания смертоносной язвы заразоносящейся чумы ко благу всеобщественному предлагает Данило Самойлович (1797)] [омонимия не снята];AUX;ADJ
своих плакали о том вельми,;аки;по мертвых, зане не утвердилися в ;1720;художественная;разговорный;Матери же чад своих плакали о том вельми, аки по мертвых, зане не утвердилися в вере и не ведали пользы учения, что тем ум их просвещается и на всякое дело благоугодны творить, и искали безумнии дарами откупаться. [архиепископ Феофан (Прокопович). Слово похвальное о флоте российском и о победе, галерами российскими над кораблями шведскими иулиа 27 дня полученной (1720)] [омонимия не снята];VERB;AUX
евгеники и покуда не выведен;аки;гомункул идеальный, чиновник можно смело махать ;1830;нехудожественная;художественный;"Т. е. до торжества евгеники и покуда не выведен аки гомункул идеальный, чиновник можно смело махать рукой на любой законопроект―"" всё равно всё испортят""?  [И. И. Лажечников. Басурман (1838)] [омонимия не снята]";PRT_GRND;NOUN
лезешь, пошто двери чужие ломаешь,;аки;тать? ;1840;нехудожественная;публицистический;Пошто ты, тварь, не в показанное время лезешь, пошто двери чужие ломаешь, аки тать?  [А. В. Дружинин. Дневник (1845)] [омонимия не снята];VERB;NOUN
потом как зачал пить, так;аки;зверь сделался: и рвет, и мечет, ;2010;нехудожественная;публицистический;Прежде он ничего, смирный был, выскажешь, бывало, ему всю правду, смолчит, уйдет только, а потом как зачал пить, так аки зверь сделался: и рвет, и мечет, и в драку лезет, ничем, бывало, его не укротишь… [Алексей Карпов. Тысячу лет назад // «Наука и религия», 2010] [омонимия не снята];AUX;NOUN
стрел свое царство сама собою,;аки;щитом, сохраняеши, соблюдаеши, защищаеши!   ;1860;художественная;публицистический;Главо царская, коль достойно и праведно царскую диадиму на себе носиши, егда от стрел свое царство сама собою, аки щитом, сохраняеши, соблюдаеши, защищаеши!    [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята];NPRO;NOUN
не тщетно ли себя уверяет,;аки;бы их ревности огонь достоин был ;2007;нехудожественная;разговорный;и таковой род людей не тщетно ли себя уверяет, аки бы их ревности огонь достоин был олтаря божественнаго?  [Твоя подпись в статусе (ICQ переписка) (2007.11.24)] [омонимия не снята];VERB;AUX
а простой народ прельщающее, и;аки;снежные заметы, правым истины путем идти ;1700;нехудожественная;разговорный;Но зде не нужда исчислять все неправости: словом рещи, что либо именем суеверия нарещися может, си есть лишнее, ко спасению непотребное, на интерес только свой от лицемеров вымышленное, а простой народ прельщающее, и аки снежные заметы, правым истины путем идти возбраняющее. [митрополит Стефан (Яворский). Проповеди (1700-1722)] [омонимия не снята];AUX;ADJ
антонию,;аки;голубь.;1980;нехудожественная;художественный;Антонию, аки голубь. [Борис Васильев. Были и небыли. Книга 1 (1988)] [омонимия не снята];NOUN;NOUN
в тот час к смирению,;аки;к непобедимому на гордость оружию, преклонь ;1860;нехудожественная;публицистический;"Верховник апостол Петр преславную смирением показал победу, ― приидет в Рим, аж там обрящет прегордаго Симона волхва, который глаголаше себе быти Христа, и многих прельщаше мечтанием бесовским и уже возношашеся на небо; видит сие Петр святый и в тот час к смирению, аки к непобедимому на гордость оружию, преклонь колена и воздвиг руце на небо начнет молитися прилежно: Христе Боже мой, гордым противящийся, а [В. А. Слепцов. Владимирка и Клязьма (1860-1861)] [омонимия не снята]";NOUN;AUX
их бедны, а начальство строго,;аки;звери лесные, опять же и взятку ;1810;нехудожественная;художественный;Потому отцы их бедны, а начальство строго, аки звери лесные, опять же и взятку любят, как кот мясо. [В. Т. Нарежный. Российский Жилблаз, или Похождения князя Гаврилы Симоновича Чистякова (1814)] [омонимия не снята];ADVB;NOUN
в ней на прямых крылах;аки;тот голубь, он и получил кличку « ;1890;нехудожественная;художественный;За то, что он брал в этом важнейшем деле идеологии самую что ни на есть высоту и парил в ней на прямых крылах аки тот голубь, он и получил кличку « Моцарт», хотя фамилию имел грубую ― Шумейко, звался Иваном, но это не имеет никакого отношения к делу. [Н. С. Лесков. Заячий ремиз (1894)] [омонимия не снята];NOUN;ADJ
человек недруг на тебя, зол;аки;змея, летит словом, а зло мыслит, ;1700;нехудожественная;публицистический;Лих один человек недруг на тебя, зол аки змея, летит словом, а зло мыслит, ропотлив заочно, в очи летит». [митрополит Стефан (Яворский). Рука Христова, Петру простираемая… (1709)] [омонимия не снята];ADJ;NOUN
тут с версиями и поучениями,;аки;барон порфирио фон океродастес, который с ;1770;художественная;разговорный;А то накинулись тут с версиями и поучениями, аки барон Порфирио фон Океродастес, который с погоняловом Кордуаншпиц, на всех подряд…. [архиепископ Платон (Левшин). Слово на день нерукотвореннаго образа (1779)] [омонимия не снята];NOUN;NOUN
"в краю здешнем количество довольное;";аки;на пользу, предохраняющую род человеческий от ;1750;нехудожественная;научный;"Преднамеревая и сии три части, ныне в манускриптах токмо изготовленные, избрав всевозможность мою к отпечатанию оных, что бы gratis разослать повсюду в краю здешнем количество довольное; аки на пользу, предохраняющую род человеческий от гибели сей всеубийственной. [А. И. Богданов. Описание Санктпетербурга (1751)] [омонимия не снята]";ADJ;AUX
своему воззывать на действительность, но,;аки;новая медея, рассекая на части все ;1912;художественная;публицистический;Протекая все исполненные образами вещей хранилища памяти, сила умственная не токмо может их по желанию своему воззывать на действительность, но, аки новая Медея, рассекая на части все образы соблюденные, творит из смешения их образ совсем новый, прекраснейший. [И. Е. Репин. Далекое близкое (1912-1917)] [омонимия не снята];AUX;ADJ
и до сего дни: « беда,;аки;в родне».;1720;художественная;разговорный;Он же, вшед, послал войско осадить Родню и содержал оной в крепкой осаде несколько времени, чрез что учинился в Родне глад велик, от чего есть пословица и до сего дни: « Беда, аки в Родне». [архиепископ Феофан (Прокопович). Слово похвальное о флоте российском и о победе, галерами российскими над кораблями шведскими иулиа 27 дня полученной (1720)] [омонимия не снята];NOUN;AUX
до днесь, и сотворили они,;аки;бы;1860;нехудожественная;публицистический;Еще с 1825 году, когда я работал по моему малярному мастерству в казармах гвардейского экипажа и донес тогдашнему санкт-петербургскому генерал-губернатору Милорадовичу о бунте, замышляемом там между солдатами против ныне благополучно царствующего государя императора Николая Павловича, и когда господин петербургский генерал-губернатор, не вняв моему доносу, приказал меня наказать при полиции розгами, то злоба сих фармазонов продолжается и до днесь, и сотворили они, аки бы [А. И. Левитов. Насупротив!.. (1862)] [омонимия не снята];NPRO;AUX
и до сего дне»: погибоша;аки;обре.;2000;художественная;публицистический;60Предание об Аварах или Обрах наш летописец заключает словами: « Есть притча в Руси и до сего дне»: погибоша аки Обре. [Сергей Подушкин. Красота по-норвежски. Адне Сундрол завершил карьеру на мажорной ноте // «Известия», 2002.03.12] [омонимия не снята];NOUN;NOUN
